Group,Project,Site,Country,WMO Code,Latitude,Longitude,Altitude,Type of Site,Source of Information,Sample Name,Media Type,Date,Begin of Period,End of Period,Comment,O18,O18 Provider,H2,H2 Provider,H3,H3 Error,H3 Provider,Precipitation,Air Temperature,Vapour Pressure
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197012","Water - Precipitation - rain","1970-12-15","1970-12-01","1970-12-31","","-3.66","Quaternary Dating Research Unit, CSIR","-22","Quaternary Dating Research Unit, CSIR","21.2","3","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","377","13.1","11.9"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197101","Water - Precipitation - rain","1971-01-15","1971-01-01","1971-01-31","","-2.53","Quaternary Dating Research Unit, CSIR","-10","Quaternary Dating Research Unit, CSIR","12.5","3.5","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","157","14","13.3"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197102","Water - Precipitation - rain","1971-02-15","1971-02-01","1971-02-28","","-1.96","Quaternary Dating Research Unit, CSIR","-14","Quaternary Dating Research Unit, CSIR","5","3","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","208","14","13"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197103","Water - Precipitation - rain","1971-03-15","1971-03-01","1971-03-31","","-3.08","Quaternary Dating Research Unit, CSIR","-16","Quaternary Dating Research Unit, CSIR","11.5","3","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","262","12.8","11.9"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197104","Water - Precipitation - rain","1971-04-15","1971-04-01","1971-04-30","","-3.6","Quaternary Dating Research Unit, CSIR","-24","Quaternary Dating Research Unit, CSIR","18.9","1.8","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","237","12.7","12.1"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197105","Water - Precipitation - rain","1971-05-15","1971-05-01","1971-05-31","","-4.06","Quaternary Dating Research Unit, CSIR","-22","Quaternary Dating Research Unit, CSIR","15.1","2.9","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","381","10.9","10.6"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197106","Water - Precipitation - rain","1971-06-15","1971-06-01","1971-06-30","","-5.69","Quaternary Dating Research Unit, CSIR","-32","Quaternary Dating Research Unit, CSIR","12.8","2.9","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","211","9.3","9.9"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197107","Water - Precipitation - rain","1971-07-15","1971-07-01","1971-07-31","","-4","Quaternary Dating Research Unit, CSIR","-18","Quaternary Dating Research Unit, CSIR","14.8","3.6","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","237","9.1","9.4"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197108","Water - Precipitation - rain","1971-08-15","1971-08-01","1971-08-31","","-4.5","Quaternary Dating Research Unit, CSIR","-30","Quaternary Dating Research Unit, CSIR","27.6","3.5","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","383","9.2","9.9"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197109","Water - Precipitation - rain","1971-09-15","1971-09-01","1971-09-30","","-4.81","Quaternary Dating Research Unit, CSIR","-30","Quaternary Dating Research Unit, CSIR","30","2.6","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","217","9.2","9.2"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197110","Water - Precipitation - rain","1971-10-15","1971-10-01","1971-10-31","","-4.46","Quaternary Dating Research Unit, CSIR","-28","Quaternary Dating Research Unit, CSIR","19.8","2.9","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","261","10.1","9.9"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197111","Water - Precipitation - rain","1971-11-15","1971-11-01","1971-11-30","","-2.49","Quaternary Dating Research Unit, CSIR","-10","Quaternary Dating Research Unit, CSIR","","","","262","12.3","11.4"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197112","Water - Precipitation - rain","1971-12-15","1971-12-01","1971-12-31","","-4.8","Quaternary Dating Research Unit, CSIR","-29","Quaternary Dating Research Unit, CSIR","","","","206","14.5","12.6"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197201","Water - Precipitation - rain","1972-01-15","1972-01-01","1972-01-31","","-3.55","Quaternary Dating Research Unit, CSIR","-21.9","Quaternary Dating Research Unit, CSIR","27","2.3","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","194","13.1","11.8"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197202","Water - Precipitation - rain","1972-02-15","1972-02-01","1972-02-29","","-3.79","Quaternary Dating Research Unit, CSIR","-20.6","Quaternary Dating Research Unit, CSIR","22.7","2.3","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","174","14","13.1"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197203","Water - Precipitation - rain","1972-03-15","1972-03-01","1972-03-31","","-2.8","Quaternary Dating Research Unit, CSIR","-15.1","Quaternary Dating Research Unit, CSIR","13.3","1.3","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","253","13.6","13.1"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197204","Water - Precipitation - rain","1972-04-15","1972-04-01","1972-04-30","","-6.85","Quaternary Dating Research Unit, CSIR","-43.1","Quaternary Dating Research Unit, CSIR","","","","211","11.8","11.2"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197205","Water - Precipitation - rain","1972-05-15","1972-05-01","1972-05-31","","-4.64","Quaternary Dating Research Unit, CSIR","-11.5","Quaternary Dating Research Unit, CSIR","12.6","1.1","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","327","10.8","10.6"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197206","Water - Precipitation - rain","1972-06-15","1972-06-01","1972-06-30","","-4.95","Quaternary Dating Research Unit, CSIR","-25.6","Quaternary Dating Research Unit, CSIR","11.7","1.1","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","376","10.5","10.7"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197207","Water - Precipitation - rain","1972-07-15","1972-07-01","1972-07-31","","-4.63","Quaternary Dating Research Unit, CSIR","-24","Quaternary Dating Research Unit, CSIR","17","1.9","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","302","9.7","10.4"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197208","Water - Precipitation - rain","1972-08-15","1972-08-01","1972-08-31","","-4.94","Quaternary Dating Research Unit, CSIR","-34","Quaternary Dating Research Unit, CSIR","13.6","1.8","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","233","8.9","9.8"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197209","Water - Precipitation - rain","1972-09-15","1972-09-01","1972-09-30","","-4.26","Quaternary Dating Research Unit, CSIR","-28.2","Quaternary Dating Research Unit, CSIR","24","2.1","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","304","10","10"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197210","Water - Precipitation - rain","1972-10-15","1972-10-01","1972-10-31","","-4.45","Quaternary Dating Research Unit, CSIR","","","13.9","2.1","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","262","10.7","10.5"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197211","Water - Precipitation - rain","1972-11-15","1972-11-01","1972-11-30","","-3.45","Quaternary Dating Research Unit, CSIR","","","18.8","2.1","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","413","11.7","11.3"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197212","Water - Precipitation - rain","1972-12-15","1972-12-01","1972-12-31","","-4.82","Quaternary Dating Research Unit, CSIR","","","","","","286","11.2","10.6"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197301","Water - Precipitation - rain","1973-01-15","1973-01-01","1973-01-31","","-2.46","Quaternary Dating Research Unit, CSIR","","","","","","175","12.6","12.3"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197302","Water - Precipitation - rain","1973-02-15","1973-02-01","1973-02-28","","-3.2","Quaternary Dating Research Unit, CSIR","","","","","","153","14.1","12.9"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197303","Water - Precipitation - rain","1973-03-15","1973-03-01","1973-03-31","","-2.93","Quaternary Dating Research Unit, CSIR","","","26.4","2.2","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","512","12.8","12.4"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197304","Water - Precipitation - rain","1973-04-15","1973-04-01","1973-04-30","","-3.47","Quaternary Dating Research Unit, CSIR","","","28.9","2.5","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","190","12.1","11.3"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197305","Water - Precipitation - rain","1973-05-15","1973-05-01","1973-05-31","","-4.84","Quaternary Dating Research Unit, CSIR","","","23.1","2.5","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","182","11.1","10.8"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197306","Water - Precipitation - rain","1973-06-15","1973-06-01","1973-06-30","","-5.33","Quaternary Dating Research Unit, CSIR","","","15.2","1.8","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","236","9.7","9.7"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197307","Water - Precipitation - rain","1973-07-15","1973-07-01","1973-07-31","","-3.56","Quaternary Dating Research Unit, CSIR","","","15.5","1.5","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","263","8.1","9.1"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197308","Water - Precipitation - rain","1973-08-15","1973-08-01","1973-08-31","","-4.68","Quaternary Dating Research Unit, CSIR","","","","","","259","8.9","9.6"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197309","Water - Precipitation - rain","1973-09-15","1973-09-01","1973-09-30","","-2.87","Quaternary Dating Research Unit, CSIR","","","12.7","1.3","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","335","8.7","9.5"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197310","Water - Precipitation - rain","1973-10-15","1973-10-01","1973-10-31","","-3.61","Quaternary Dating Research Unit, CSIR","-20","Quaternary Dating Research Unit, CSIR","30.8","2.2","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","133","10","10.2"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197311","Water - Precipitation - rain","1973-11-15","1973-11-01","1973-11-30","","-4.54","Quaternary Dating Research Unit, CSIR","-22","Quaternary Dating Research Unit, CSIR","25.5","2.1","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","287","13.2","12.9"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197312","Water - Precipitation - rain","1973-12-15","1973-12-01","1973-12-31","","-4.18","Quaternary Dating Research Unit, CSIR","-23.4","Quaternary Dating Research Unit, CSIR","14.3","2.5","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","259","14.1","13.1"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197401","Water - Precipitation - rain","1974-01-15","1974-01-01","1974-01-31","","","","","","34","2.5","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","80","14.7","13.1"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197402","Water - Precipitation - rain","1974-02-15","1974-02-01","1974-02-28","","-2.7","Quaternary Dating Research Unit, CSIR","","","17.1","2.2","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","165","15.5","14.6"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197403","Water - Precipitation - rain","1974-03-15","1974-03-01","1974-03-31","","-3.05","Quaternary Dating Research Unit, CSIR","-13.8","Quaternary Dating Research Unit, CSIR","","","","181","14.6","14"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197404","Water - Precipitation - rain","1974-04-15","1974-04-01","1974-04-30","","-4.6","Quaternary Dating Research Unit, CSIR","-29.8","Quaternary Dating Research Unit, CSIR","8.7","1.8","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","292","14.1","13.2"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197405","Water - Precipitation - rain","1974-05-15","1974-05-01","1974-05-31","","-5.32","Quaternary Dating Research Unit, CSIR","-30.9","Quaternary Dating Research Unit, CSIR","6.6","1","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","335","12","11.4"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197406","Water - Precipitation - rain","1974-06-15","1974-06-01","1974-06-30","","-4.55","Quaternary Dating Research Unit, CSIR","-20","Quaternary Dating Research Unit, CSIR","20.9","2.9","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","385","9.5","9.9"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197407","Water - Precipitation - rain","1974-07-15","1974-07-01","1974-07-31","","-5.09","Quaternary Dating Research Unit, CSIR","-26.4","Quaternary Dating Research Unit, CSIR","9.2","1","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","310","8.9","9.7"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197408","Water - Precipitation - rain","1974-08-15","1974-08-01","1974-08-31","","-4.92","Quaternary Dating Research Unit, CSIR","-22.3","Quaternary Dating Research Unit, CSIR","18.6","1.5","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","204","9.3","9.6"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197409","Water - Precipitation - rain","1974-09-15","1974-09-01","1974-09-30","","-5.56","Quaternary Dating Research Unit, CSIR","-38.6","Quaternary Dating Research Unit, CSIR","18.1","2.2","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","367","8.9","9.1"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197410","Water - Precipitation - rain","1974-10-15","1974-10-01","1974-10-31","","-2.21","Quaternary Dating Research Unit, CSIR","","","","","","227","10.2","10.4"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197411","Water - Precipitation - rain","1974-11-15","1974-11-01","1974-11-30","","-4.59","Quaternary Dating Research Unit, CSIR","","","","","","181","12.1","11.9"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197412","Water - Precipitation - rain","1974-12-15","1974-12-01","1974-12-31","","-4.45","Quaternary Dating Research Unit, CSIR","","","","","","208","13.1","13.1"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197501","Water - Precipitation - rain","1975-01-15","1975-01-01","1975-01-31","","-2.49","Quaternary Dating Research Unit, CSIR","","","","","","172","15.3","14.6"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197502","Water - Precipitation - rain","1975-02-15","1975-02-01","1975-02-28","","-3.68","Quaternary Dating Research Unit, CSIR","","","","","","231","15.7","15"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197503","Water - Precipitation - rain","1975-03-15","1975-03-01","1975-03-31","","-3.76","Quaternary Dating Research Unit, CSIR","","","","","","277","14.3","13"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197504","Water - Precipitation - rain","1975-04-15","1975-04-01","1975-04-30","","-1.79","Quaternary Dating Research Unit, CSIR","","","","","","272","13.1","13"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197505","Water - Precipitation - rain","1975-05-15","1975-05-01","1975-05-31","","-5.55","Quaternary Dating Research Unit, CSIR","","","11.4","1.1","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","218","10.8","10.7"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197506","Water - Precipitation - rain","1975-06-15","1975-06-01","1975-06-30","","-5","Quaternary Dating Research Unit, CSIR","","","11.4","1","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","360","10.2","10.7"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197507","Water - Precipitation - rain","1975-07-15","1975-07-01","1975-07-31","","-5.38","Quaternary Dating Research Unit, CSIR","","","9.4","1","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","256","9.4","10.8"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197508","Water - Precipitation - rain","1975-08-15","1975-08-01","1975-08-31","","-4.42","Quaternary Dating Research Unit, CSIR","","","11.6","1","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","196","10.1","10.5"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197509","Water - Precipitation - rain","1975-09-15","1975-09-01","1975-09-30","","-3.74","Quaternary Dating Research Unit, CSIR","","","17","1.3","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","218","9","10.1"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197510","Water - Precipitation - rain","1975-10-15","1975-10-01","1975-10-31","","-3.74","Quaternary Dating Research Unit, CSIR","","","6.7","0.7","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","286","9.6","10.3"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197511","Water - Precipitation - rain","1975-11-15","1975-11-01","1975-11-30","","-4.59","Quaternary Dating Research Unit, CSIR","","","6.3","0.7","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","209","11.5","11.1"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197512","Water - Precipitation - rain","1975-12-15","1975-12-01","1975-12-31","","-4.45","Quaternary Dating Research Unit, CSIR","","","4.2","0.5","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","215","14.1","13.1"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197601","Water - Precipitation - rain","1976-01-15","1976-01-01","1976-01-31","","-3.94","Quaternary Dating Research Unit, CSIR","","","6.8","0.7","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","115","14.8","13.5"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197602","Water - Precipitation - rain","1976-02-15","1976-02-01","1976-02-29","","-3.06","Quaternary Dating Research Unit, CSIR","","","5.2","0.6","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","170","14.1","13.6"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","197603","Water - Precipitation - rain","1976-03-15","1976-03-01","1976-03-31","","-2.76","Quaternary Dating Research Unit, CSIR","","","4.3","0.5","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","199","14.4","13.6"
